,SITE NAME,z_score,in_deformation
158,TDOT District 3,0.014722335052030286,False
159,"LUBBOCK, TEXAS",1.1462987684091155,False
160,Dunlap - Tennes,0.4013886790893651,False
161,Rambo_Nunatak__,5.313482049973463,False
162,Shelby,1.972745991330265,False
163,RockyHillAR_200,0.20715007686581258,False
164,TDOT District 2,0.9795254405111766,False
165,Kenansville,0.5879419486573743,False
166,Beaufort,0.4493601205600288,False
167,"DOBSON, NORTH C",0.6080864856219769,False
168,FISHTAIL POINT,0.1387584849180147,False
169,Isabella,0.37711649609059067,False
170,MoDOT Nevada,1.023426908361515,False
171,MOUNT FLEMING,0.02211029638586823,False
172,Pietown,1.5230124169488948,False
173,Wichita ICT1,0.13366527986362142,False
174,Mount Coates,0.6921926191425584,False
175,Magueyes Island,0.11751977492024378,False
176,Ile des Petrels,1.0217976335059746,False
177,BERMUDA,0.49577615701959804,False
178,Gloucester Poin,0.19272853264228484,False
179,MoDOT Warrenton,0.5670741976894361,False
180,Grants Nmdot,1.6559168791776295,False
181,ANGELFIRE_NM200,2.54997257794813,False
182,Kansas Cty WAAS,0.15461708627449497,False
183,BLOOMINGTON,0.3279589774181068,False
184,Greenbank,2.775935969290137,False
185,CAPE ROBERTS,0.14466914280773538,False
186,Mac Murdo,0.04268604332890224,False
187,Scott base,0.17933644881197133,False
188,EIU COOP,1.1039301953394889,False
189,"Lebanon, Ohio",0.9226348212724572,False
190,ChacoCnHP_NM200,3.7381538527152025,False
191,KSU1_KSUN_KS200,1.2778622248432805,False
192,Stafford,1.049226256078505,False
193,SOLOMONS ISLAND,2.212299095049825,False
194,HORN POINT,1.863398936897608,False
195,Washington,1.7757675642596384,False
196,Bayamon Science,0.3861563788530012,False
197,DC WAAS 1,3.9731875962362135,False
198,Annapolis MD,1.2089532908818819,False
199,Annapolis 6,2.5636402171894077,False
200,ANNAPOLIS,0.2529888518995784,False
201,Blythe,8.124026062488173,True
202,San Juan WAAS 4,0.3756860535271267,False
203,FERNO MESA,8.879714563981603,False
204,FreemontAPCO200,1.2102867914982485,False
205,Colorado spring,2.1491412812628825,False
206,Reedy Point - D,0.16738471067801544,False
207,WIDE CANYON,13.968588107745385,True
208,Philadelphia Wa,0.22277495357790594,False
209,NORTH LIBERTY,2.765336758631216,False
210,"Penn State, Sta",1.7901518428882293,False
211,MonticelloUT200,4.890221614675576,False
212,AkronArpt_CO200,1.34518353558547,False
213,"Gustavus, Ohio",3.082312864896589,False
214,"Adrian, Michiga",2.5106958946571036,False
215,FREDONIA,7.740017379679775,False
216,LIBERTYVILLE,1.430654515812641,False
217,"Boulder, Colora",2.4425275108615274,False
218,PLATTEVILLE,1.6982533654402596,False
219,Kingsville - On,2.462171769293216,False
220,Table Mountain,1.8665595078112096,False
221,Sandy Hook - Ne,4.826577874235554,False
222,Brooklyn Pier,0.023928560146791764,False
223,Battery Park -,0.29452501130293746,False
224,"Wilkes Barre, L",0.6135677873277473,False
225,Queens - New Yo,0.5544559435258575,False
226,GOLDSTONE,8.88528595154056,True
227,Laramie County,0.6546102055055053,False
228,Marysvale_UT200,9.580179410960307,False
229,CALEDONIA,3.7799269517173646,False
230,"St. Thomas, US",0.1798266816094292,False
231,Saint-Vith,0.26310772705062324,False
232,CHINA LAKE,1.0419455971919533,True
233,Blue Earth,0.6554632749955956,False
234,Groton,0.31237953802075724,False
235,Saint Catherine,1.0181438062107362,False
236,Lockport,1.5266512812818087,False
237,SIOUX FALLS,0.8511427966116553,False
238,Goderich,19.900348341671492,False
239,CADILLAC,3.462080014150471,False
240,LastChanceCS200,1.6083162923100607,True
241,Cobourg - Ontar,4.5552116621719545,False
242,TONO_BRGN_NV199,8.004788907432962,False
243,EGAN_BRGN_NV199,4.8620966934177225,False
244,WESTFORD,1.1107008213756915,False
245,Howard Nunatak,7.985476281081739,False
246,Kingshill,0.3717601218487138,False
247,Kingston,0.2611887777238121,False
248,Springfield - V,0.06233713971313347,False
249,MAMMOTH LAKES,12.284941170085222,True
250,Newcastle_WY200,0.23396411616776588,False
251,ASCANABA,1.6407502470160402,False
252,PARRY SOUND,2.7703626994091097,False
253,SAINTE CROIX,0.021728327735940207,False
254,BLW2_EBRY_WY200,2.187013343968544,False
255,Little Current,7.119196678147249,False
256,MIMQ Marquette,1.4124315723943082,False
257,AHID_EBRY_ID200,8.062022384322184,True
258,Wisconsin Point,0.704181996294587,False
259,Baraga,3.3293684045743936,False
260,Rothsay,1.4574407240610858,False
261,Ottawa - Nation,1.2600013141184059,False
262,Algonquin,3.0604413877395187,False
263,Gatineau,0.9509739937948172,False
264,Stanford univer,62.212683356135585,True
265,STANFORD LINEAR,59.1259158875353,True
266,San Bruno,43.964524727400864,True
267,Berkeley - Sibl,5.2097846073386345,True
268,University of C,45.349799940327124,True
269,Driggs - Idaho,2.506111920910589,False
270,PMTL RACS-APM,3.3032257464205164,False
271,Tiburon Peninsu,35.39972641968741,True
272,TEREkalakaMT200,0.8370790981736648,False
273,Grand Marais,3.6468656627674663,False
274,"Bismark, North",1.7322494047128207,False
275,SpringCrekNV200,12.516738233369994,False
276,BAR HARBOR,0.5106569365235726,False
277,Michipicoten,7.975677705994675,False
278,Tusket,0.23993396147115312,False
279,Clarke Mountain,2.371437875960379,False
280,QUINCY,32.13232470876268,False
281,Thief River Fal,3.2506002486900964,False
282,Machias,1.9787529231441763,False
283,BillingsAPMT200,0.28676600179573414,False
284,Curacao__CUW201,0.30410886471845827,False
285,GlendiveWTMT200,0.11541315771834992,False
286,EASTPORT,0.46213482243320037,False
287,MatadorRchMT200,2.8685238810213174,False
288,LilJuniperCN200,9.75773021549308,False
289,VAL D OR,9.650510214632732,False
290,Minot AFB Base,2.0010187718438237,False
291,Halifax,2.2389919347118306,False
292,Fredericton,1.688969432941691,False
293,La Pocatiere,1.019695180249238,False
294,Charlevoix,0.37586104478811605,False
295,DARWIN II,16.338452340855536,False
296,"Sint Maarten, P",0.18122177336646297,False
297,FickleHillCN200,22.395166026816806,True
298,LAC DU BONNET,4.7072485271648326,False
299,Armington_MT200,0.7022560316927081,False
300,BakerCity_OR200,0.7993785323359544,False
301,Shediac,1.6028987380673723,False
302,WhitewaterMT200,0.3932846133141384,False
303,Crescent City,13.61700369587771,True
304,Missoula,1.7393630048925681,False
305,PICKLE LAKE,11.16449383359381,False
306,Escuminac,0.8623710967533725,False
307,"REDMOND, OREGON",13.330380824462372,False
308,Pointe-au-Pere,0.9955371134123364,False
309,"CAPE BLANCO, OR",38.88099512102365,True
310,Flathead Valley,2.3000981081423606,False
311,Baie Comeau,1.9153508721364572,False
312,"Corvallis, Oreg",49.96822931133204,True
313,Bear Peninsula,59.38883746021834,False
314,"Newport, Oregon",64.07604510595188,True
315,"ELLENSBURG, WAS",3.3054283229842794,True
316,PackwoodF_WA200,25.990847923186667,True
317,"TILLAMOOK, OREG",57.22878756478084,True
318,Rothera,1.7534919105823732,False
319,Saskatoon,2.8968874630043686,False
320,BREWSTER,13.069782830495084,True
321,Tongue point -,69.92733110928667,True
322,FORT STEVENS,85.56007538881619,True
323,La Grande 1,18.58223545647815,False
324,CALGARY,1.6030799806740104,False
325,West Seattle,16.362743699815667,True
326,Seattle,34.79676059710759,True
327,WOODINVILLE,9.94175836327045,True
328,Roosevelt,9.841180300735624,True
329,Saint-Pierre,3.5479585843538564,False
330,O'higgins,0.9007057570246915,False
331,Penticton,11.889028568482487,False
332,Ny-Alesund,8.13998410234858,False
333,Chimacum School,18.597322406680604,True
334,Vernadski,3.119048183842353,False
335,Port Angeles,39.920784480001466,True
336,PORT ANGELES,18.26101802115393,True
337,Flin Flon,8.093876594336106,False
338,La grande 4,7.2160964927814275,False
339,"Friday Harbor,",32.13032371978855,True
340,VICTORIA/SIDNEY,53.115271001607326,True
341,CHILLIWACK,17.553673774846807,True
342,Quillayut_WA200,104.19416853727478,True
343,quillmast_wa201,18.856435426908355,True
344,Palmer station,5.578350515540431,False
345,Redonda,0.007663866743220108,False
346,Cheeka Peak,84.92935975461488,True
347,KUUJJUARAPIK,31.52512887291184,False
348,Barbuda__ATG201,0.10646025873701816,False
349,NANOOSE,49.1351504781555,True
350,Bamfield,61.243197946394744,True
351,WHISTLER,3.3438599134554554,False
352,UCLUELET,75.38812300539458,True
353,Tofino,30.400343907277218,True
354,ST JOHN'S,9.197632467673788,False
355,Quadra Island,17.74655311665192,True
356,Hofn,13.683984030476791,False
357,BGGY__AntiguaBG,0.31632118231196893,False
358,SCHEFFERVILLE,21.96985109585136,False
359,WILLIAMS LAKE,0.7969408431539056,False
360,Churchill,20.802319212520313,False
361,Holberg,7.78280393649357,True
362,NAIN (LABRADOR),5.394928986194437,False
363,Ennadai Lake,5.516110918678045,False
364,Les Abymes - Ra,0.164021226925974,False
365,Pointe-a-Pitre,0.05015062608606097,False
366,Rankin Inlet,11.631446544159457,False
367,Tukto Lodge,12.097171207571417,False
368,Annette Island,10.612724413699485,True
369,BAKER LAKE,18.365869467306386,False
370,Yellowknife,15.068182922000247,False
371,Ponta Delgada (,3.0969538283418028,True
372,PetersburgAK200,47.81989814173299,True
373,PortAlexanAK200,11.395685222911663,True
374,Bilibino,5.655708985767128,False
375,Westeast__AK200,0.3072803780533495,True
376,Daring Lake,12.602138396297214,False
377,Iqualuit,2.720649979699778,False
378,"JUNEAU, ALASKA",11.038362770268744,True
379,Repulse Bay,12.044064585410165,False
380,Santa Cruz das,18.146806317306122,False
381,Santa Maria ESA,0.31771890627527766,True
382,WHITEHORSE GPS,14.435907440809116,False
383,Kugluktuk,10.558355293440025,False
384,Adak,6.6890974421865765,True
385,AtkaIslandAK200,1.0544482014648218,True
386,Cordova,22.663591991516743,True
387,Qikitarjuaq - N,5.171093176366221,False
388,Qaqortoq,10.513098840147581,False
389,Seal_RocksAK200,6.533714566658601,True
390,Kodiak,4.748367717929429,True
391,Kodiak - Pillar,2.9999370717133567,True
392,AkhiokCorpAK200,0.015116403281011,True
393,StPaulIsldAK200,4.425070760822313,False
394,Seldovia,3.1421111623745452,True
395,Nikolski__AK200,2.559131819093278,True
396,Anchorage AK DO,1.9027444955258335,True
397,ANCHORAGE (FAA),2.062099204148968,True
398,The Surveyors E,3.758715571097381,True
399,ANC AIRPORT 2,0.7799284953642969,True
400,HOLMAN,10.168485160302993,False
401,Kenai - Alaska,37.03091266230732,True
402,Sandpoint,1.0977703258023648,True
403,PortHeidenAK200,2.287429408026868,True
404,WestdahlNWAK200,0.18973166380254924,True
405,INUVIK,6.99177868773349,False
406,King_Cove_AK200,11.30563170696498,True
407,KingsalmonAK200,1.497653550380387,True
408,Wales - Alaska,23.387238019157028,False
409,Eielson AFB,23.721351545584124,True
410,Nome,29.825892048667864,False
411,FAIRBANKS,4.255118854485922,True
412,COLLEGE/ALASKA,18.290854974329168,True
413,Tuktoyaktuk - N,0.42435406814223353,False
414,Bethel Waas,20.519762022752033,False
415,FarewellMTAK200,19.86900104000991,True
416,CHATANIKA,1.9722436989551237,True
417,Nyac_Gold_AK200,16.547597913186582,False
418,Kotzebue WAAS,6.034175218760553,False
419,Kobuk_VallAK200,24.97236708643974,False
420,SagRivrDOTAK200,21.41983837757389,False
421,Atqasuk,15.904346404858694,False
422,Thorshavn,1.0831432410864537,False
423,BARROW - ALASKA,1.264625720885372,False
424,Fort de France,0.2806839668147957,False
425,PRUDHOE BAY I (,2.3854367507303498,False
426,Kellyville (Kan,8.068616981739668,False
427,RESOLUTE,11.429007259959132,False
428,Lamentin Airpor,0.10428609098448657,False
429,Thule,28.886581828555425,False
430,"Eureka, Nunavut",19.23652118561298,False
431,Sermip Nuunataa,4.163261657520939,False
432,ALERT (NUNAVUT),20.166737052403096,False
433,Leffingwell Nun,21.69279733408088,False
434,Steenstrup Nord,12.97266026560919,False
435,Castries_LCA201,0.230788936306039,False
436,Ittoqqortoormii,16.368534310165998,False
437,Reykjavik,7.046378355581068,True
438,Tixi Seismic st,1.6972417295183395,False
439,Andenes,1.2904394709584621,False
440,Vacoas Meteo,1.453720182236637,False
441,Tromso,0.8683302697076217,False
442,La Reunion,1.0154516043600805,False
443,Honningsvag,0.042902976951700145,False
444,"Saint-Denis, Le",0.1859105048368731,False
445,Le Port,0.18561519089110198,False
446,Kinlochbervie,1.7019534729964696,False
447,Lerwick,0.06317512207462957,False
448,Ullapool,0.9375386998162186,False
449,Vikna,0.9522464951150724,False
450,Vardo kai,2.8504401139900333,False
451,DOMEN,0.5536830246083295,False
452,Kiruna - Jukkas,4.950200842761407,False
453,Kiruna - Esrang,5.170233782755061,False
454,Trondheim,0.1557394172176816,False
455,BRIDGETOWN,1.822990742097261,True
456,UWI_CN45_TTO201,1.2990173612103024,True
457,EDINBURGH,0.9660919988246569,False
458,Vilhelmina,5.535783607979431,False
459,Sodankyla / Pit,4.948272603343982,False
460,Tallaght,0.2928791341550881,False
461,Nyborg,7.927664994846998,False
462,Skellefteaa,8.866620236784662,False
463,Stavanger,1.7750439772643996,False
464,Morpeth,0.6670569398071855,False
465,Holyhead,1.1316253522994764,False
466,Funchal,0.836013938673328,False
467,Ratan,7.756786341169655,False
468,OSLO,1.0258043867195898,False
469,Vinberget,5.123517347261965,False
470,Daresbury,0.5179188701599077,False
471,Angle,0.21516616148349357,False
472,Tregde vannstan,1.167004105257431,False
473,Swansea,0.7487212005878022,False
474,Stromstad,1.6804772808336705,False
475,Scilly Isles,0.41063797760955384,False
476,NORILSK,4.141639513549701,False
477,Padstow,0.805994386124429,False
478,Cardiff,0.05275289079562967,False
479,Bartinney,0.3334550466368055,False
480,Ambalavao,0.8456171159816109,False
481,Gavle,2.932812546494966,False
482,Smogen,0.2887410416855743,False
483,Martsbo,3.3185492701106614,False
484,YAKUTSK,4.044600045021194,False
485,Plymouth,0.46699371801279965,False
486,Hallnas,1.7121933774040636,False
487,Weybourne,0.015323945181034922,False
488,La Palma,1.6634976609062802,False
489,Suldrup,2.7624619026479817,False
490,Biskopsgarden,1.298124390093746,False
491,SANTA CRUZ DE L,1.878944790909919,False
492,Olkiluoto,3.5489116736993935,False
493,Bagaregarden,0.8546616926033932,False
494,Krokslatt,1.004487332849812,False
495,Frolunda,1.0367883733848757,False
496,Portland Bill,0.44516958621864494,False
497,Poole,0.9749803892061896,False
498,Onsala,2.201709654040069,False
499,Boras,1.1090788478290046,False
500,HERMITAGE,0.011400181240136918,False
501,TEDDINGTON,0.5634250204305427,False
502,Portsmouth,0.5553948131997843,False
503,Lovo,1.3210851216987778,False
504,KTH,0.7280514525105263,False
505,Sandakan,0.24888553579234887,False
506,Sandown,3.890898160661576,False
507,Mosebacke,0.49065911450952027,False
508,Varberg,1.780037698254305,False
509,Huddinge,1.0687092201020683,False
510,Degerby,2.367359389607619,False
511,Tyreso,1.7218914853172398,False
512,Lampaul-Plouarz,1.5729752491139815,False
513,Shoeburyness,0.938566188721775,False
514,SHEERNESS,0.2998228553747477,False
515,Bourg-Blanc,0.1776554617580357,False
516,Smidstrup,1.3219781566524906,False
517,Roscoff,0.332263853346525,False
518,Brest,0.6186193287063734,False
519,Arko,0.060278290058149324,False
520,Joensuu,2.0772887470967976,False
521,Herstmonceux Ca,0.09284548607193578,False
522,Terschelling,0.6972767591772246,False
523,Beaumont-Hague,0.06340866010686372,False
524,Tenerife Island,2.9805197103880303,False
525,Grafcan - Tener,0.08815555351633218,False
526,Flottemanville,0.12406355301091203,False
527,Cherbourg,0.23212902113163483,False
528,HELGOLAND ISLAN,0.5694929140615339,False
529,Borkum,0.8267640522353789,False
530,Fynshav,0.8884071834710402,False
531,IJmuiden,1.13744851877999,False
532,Concarneau,0.4564694907053131,False
533,Metsahovi,1.458769758922577,False
534,Equihen,0.19412586719329727,False
535,Dunkerque mareg,1.208213309900819,False
536,Copenhaguen,1.2141851083354105,False
537,Coudekerque-Bra,0.3185403102270217,False
538,Saint-Malo,0.04849699326687006,False
539,Malo-les-Bains-,0.4729026843506961,False
540,Dinart Pleurtui,0.5074425728235022,False
541,Oskarshamn_C,0.05627942961098541,False
542,DELFT,0.3983800375845593,False
543,Pen Men - Groix,1.3036648905755956,False
544,Loddekopinge,0.9686458765684268,False
545,Vlissingen,1.7629149481836628,False
546,WESTERBORK,1.2852751827470956,False
547,Gonneville la M,0.6457756099598688,False
548,Boda,0.921052392576015,False
549,East London,0.3423749686927824,False
550,Caen,0.18263488303091058,False
551,Maspalomas,0.0024677223249684106,False
552,Visby,0.5660102528966614,False
553,KIEL-HOLTENAU,0.8560523016068873,False
554,Aguimes - Gran,0.1500316722605478,False
555,Le Havre - Vigi,0.7311189572226728,False
556,Dieppe Port aut,0.8775190873885533,False
557,Ambrumesnil,0.6872829887013933,False
558,Skanor,2.0417888636594794,False
559,Bertreville-Sai,0.20775552640577055,False
560,KOOTWIJK,1.0828744502932146,False
561,Sarzeau,0.20080163659386052,False
562,Tias,2.321310986952125,False
563,Ystad,1.3959463075700318,False
564,Ambohimpanompo,0.8360258106897988,False
565,Kungsholmsfort,0.5465514836059149,False
566,Skillinge,1.1068323792421781,False
567,Svetloe,1.2466616206087784,False
568,Fuerteventura,0.39845195846993287,False
569,Kuressaare,0.35940321798148156,False
570,Brussels Ukkle,0.25485356035429907,False
571,Saint-Nazaire,0.08251411604747416,False
572,Diepholz - Nied,1.269080112124233,False
573,Port Elizabeth,0.44353710110262917,False
574,WARNEMUENDE,0.06960599645275165,False
575,A Coruna,8.65143417371844,False
576,Tejn Havn,0.4172635184412596,False
577,Rabat,0.384153355030698,True
578,Sassnitz,0.4889869410792063,False
579,Waremme,0.307893232474756,False
580,HOHENBUNSTORF,0.46162016893693225,False
581,Eijsden,0.8452061709923216,False
582,TITZ-JACKERATH,0.4608531321014953,False
583,Paris,0.21473864006781734,False
584,Sables d Olonne,0.6294552634576716,False
585,GORLEBEN,1.0699567326206145,False
586,Vigo,0.13014346235858024,False
587,Redu,0.7311688596286068,False
588,Angles,0.23449825945951353,False
589,BRAUNSCHWEIG,0.528524315033032,False
590,EFFELSBERG,0.296681121156938,False
591,La Rochelle,0.4078003103157493,False
592,Ile d'Aix,0.0389029489512032,False
593,Gellin,0.2686308469718377,False
594,Riga,0.23217121399410642,False
595,Villefranche-su,0.4518886750954528,False
596,Royan,0.10031602258288866,False
597,Melilla,3.0796136685685687,False
598,Potsdam,0.3584220569699903,False
599,Dillingen - Saa,0.3710168741120804,False
600,Bad Homburg,0.13232383302790302,False
601,FRANKFURT,0.7191363579082213,False
602,Cantabria,0.5360153477245904,False
603,Lindenberg,0.17290026839216874,False
604,Cap Ferret,0.16030161295398615,False
605,LEIPZIG,0.26162613841799476,False
606,Sopuerta,0.29779291848212835,False
607,Mimizan,0.9953102951125431,False
608,KARLSRUHE,0.7068788143926396,False
609,Strasbourg,0.29042530715407894,False
610,Lamkowko,0.02061147412043574,False
611,Hof,0.16360412774549718,False
612,Old Durban Inte,1.6320541618901407,False
613,DRESDEN,1.8669565732655717,False
614,Ciboure (Saint-,0.12729424057472583,False
615,Durban,1.773871355504667,False
616,Biarritz,1.2551244036096545,False
617,Richardsbay,2.402828182540331,False
618,Cascais,0.8786327388149402,False
619,Borowiec,0.23987222718678097,False
620,Palmeira - Cape,0.5014390642579966,False
621,HUEGELHEIM,0.7031800118265189,False
622,De Aar,0.1309739201490659,False
623,Vilnius,0.01789183939216274,False
624,Saint-Jean-des-,0.4936257506724378,False
625,Hermanus,0.22869216334127712,False
626,Caceres,0.27956835772320815,False
627,Wroclaw,0.3903454884283302,False
628,Wabern,1.1793717512838444,False
629,Zimmerwald,1.280057698636093,False
630,Cebreros,1.0466870683414118,False
631,Borowa Gora,0.35197098826750006,False
632,Madrid-Robledo,1.013364245168568,False
633,Wettzell,1.0495371782123653,False
634,Pecny - Ondrejo,0.3896096881914573,False
635,Toulouse,0.7349271676427094,False
636,Hartebeesthoek,0.3086815431009615,False
637,Sutherland,0.14407055952752934,False
638,VILLAFRANCA,1.8411770047297327,False
639,Ulundi,2.3688434992049334,False
640,Jozefoslaw - Wa,0.061235974327982695,False
641,Oberpfaffenhofe,1.7419147266640038,True
642,Simonstown,0.22236669145376253,False
643,Yebes,1.3536863346360657,False
644,LE CAP I,1.4101717612765354,False
645,Zaragoza,1.2364271896027366,False
646,MENDELEEVO,0.6483377201456955,False
647,Innsbruck - Haf,1.1295575943996785,True
648,Zwenigorod,0.059464030354822256,False
649,Sete,0.5492947328895825,False
650,Llivia,0.22143065139940185,False
651,Brno,0.8977753432644422,False
652,Huelva,2.0087595003749175,True
653,Torino I,0.46681018630832866,False
654,Obninsk/Moscow,0.33606957670569854,False
655,Port-Vendres,0.45161754310276564,False
656,BELLMUNT DE SEG,0.45529340637520715,False
657,Salins de Girau,0.4844635332156517,False
658,Bolzano,0.9370149680040325,False
659,Mafikeng,3.474480103684168,False
660,ROQUETES - TORT,0.4237025789494549,False
661,Marseille,0.5209888441789272,False
662,Barcelona - Pue,0.19541352544583476,False
663,Grasse (OCA),0.6266105855867945,False
664,SAN FERNANDO,6.667976503344872,False
665,Toulon,0.6103308024351181,False
666,Borriana,0.24981319182348904,False
667,Nice,0.548797846930477,False
668,La Crau,0.00810974082921952,False
669,Cannes - La Boc,1.2075890412630408,False
670,Eze - Village,0.08854036931091158,False
671,Mattersburg,3.8911199363901106,True
672,Genova,1.287612102805437,False
673,Valencia,0.6564520920577367,False
674,Ganovce,3.7983620466210195,False
675,GRAZ LUSTBUEHEL,3.575978769001851,False
676,PADOVA,3.6960087344957193,True
